time,row,column,value,hour_of_day,day_of_week
117,0,3,10,21,4
117,0,6,6,21,4
117,1,1,0,21,4
117,1,2,10,21,4
117,1,3,6,21,4
117,1,4,10,21,4
117,1,5,20,21,4
117,1,6,13,21,4
117,2,0,0,21,4
117,2,1,0,21,4
117,2,4,10,21,4
117,2,7,20,21,4
117,3,0,4,21,4
117,3,1,13,21,4
117,3,2,10,21,4
117,3,4,17,21,4
117,3,5,4,21,4
117,3,6,23,21,4
117,3,7,4,21,4
117,4,1,0,21,4
117,4,3,40,21,4
117,4,5,4,21,4
117,5,1,0,21,4
117,5,2,0,21,4
117,5,5,6,21,4
117,6,3,0,21,4
117,6,7,0,21,4
117,7,1,0,21,4
117,7,3,0,21,4
117,7,4,0,21,4
117,7,7,4,21,4
118,0,0,0,22,4
118,0,3,0,22,4
118,0,5,0,22,4
118,0,7,4,22,4
118,1,1,0,22,4
118,1,2,0,22,4
118,1,4,0,22,4
118,2,1,0,22,4
118,2,5,0,22,4
118,3,1,0,22,4
118,3,2,0,22,4
118,3,3,4,22,4
118,3,5,6,22,4
118,3,6,0,22,4
118,4,1,4,22,4
118,4,3,6,22,4
118,4,4,13,22,4
118,4,6,0,22,4
118,4,7,6,22,4
118,5,0,0,22,4
118,5,1,0,22,4
118,5,4,0,22,4
118,5,5,0,22,4
118,6,0,0,22,4
118,6,1,10,22,4
118,6,5,0,22,4
118,6,7,0,22,4
118,7,0,0,22,4
118,7,1,0,22,4
118,7,2,0,22,4
118,7,3,0,22,4
118,7,4,0,22,4
119,0,0,4,23,4
119,0,1,0,23,4
119,0,3,0,23,4
119,0,7,0,23,4
119,1,0,0,23,4
119,1,2,6,23,4
119,1,3,0,23,4
119,1,4,0,23,4
119,1,7,4,23,4
119,2,0,0,23,4
119,2,2,4,23,4
119,2,5,6,23,4
119,2,6,0,23,4
119,3,1,0,23,4
119,3,3,4,23,4
119,3,4,10,23,4
119,3,5,6,23,4
119,3,6,4,23,4
119,3,7,0,23,4
119,4,1,0,23,4
119,4,2,0,23,4
119,4,4,4,23,4
119,4,5,0,23,4
119,5,1,0,23,4
119,6,2,0,23,4
119,6,6,0,23,4
119,6,7,4,23,4
119,7,0,0,23,4
119,7,3,0,23,4
119,7,5,4,23,4
119,7,6,0,23,4
120,0,3,4,0,5
120,0,6,0,0,5
120,1,0,0,0,5
120,1,1,0,0,5
120,1,4,0,0,5
120,1,5,6,0,5
120,1,6,0,0,5
120,2,1,0,0,5
120,2,2,0,0,5
120,2,3,17,0,5
120,2,4,0,0,5
120,2,6,0,0,5
120,2,7,0,0,5
120,3,0,0,0,5
120,3,1,0,0,5
120,3,2,0,0,5
120,3,3,0,0,5
120,3,5,0,0,5
120,3,6,0,0,5
120,4,2,0,0,5
120,4,4,0,0,5
120,4,6,0,0,5
120,5,0,0,0,5
120,5,2,0,0,5
120,5,3,6,0,5
120,5,7,4,0,5
120,6,1,0,0,5
120,6,3,0,0,5
120,6,5,13,0,5
120,7,0,0,0,5
120,7,1,0,0,5
120,7,2,0,0,5
120,7,6,23,0,5
121,0,0,0,1,5
121,0,1,0,1,5
121,0,4,20,1,5
121,0,5,0,1,5
121,1,0,0,1,5
121,1,1,0,1,5
121,1,2,10,1,5
121,1,3,0,1,5
121,1,6,17,1,5
121,2,0,4,1,5
121,2,2,10,1,5
121,3,4,6,1,5
121,3,5,0,1,5
121,4,0,0,1,5
121,4,1,0,1,5
121,4,2,0,1,5
121,5,0,0,1,5
121,5,1,0,1,5
121,5,3,4,1,5
121,6,0,0,1,5
121,6,3,0,1,5
121,6,4,0,1,5
121,6,5,0,1,5
121,6,6,4,1,5
121,6,7,0,1,5
121,7,1,0,1,5
121,7,2,0,1,5
121,7,3,0,1,5
122,0,0,6,2,5
122,0,2,10,2,5
122,0,5,0,2,5
122,0,6,4,2,5
122,1,1,0,2,5
122,1,2,6,2,5
122,1,4,0,2,5
122,1,5,10,2,5
122,1,6,4,2,5
122,2,0,0,2,5
122,2,2,6,2,5
122,2,4,10,2,5
122,3,1,0,2,5
122,3,2,0,2,5
122,3,4,4,2,5
122,3,6,29,2,5
122,3,7,87,2,5
122,4,1,0,2,5
122,4,4,0,2,5
122,4,5,0,2,5
122,5,0,0,2,5
122,5,4,4,2,5
122,5,5,4,2,5
122,5,6,0,2,5
122,6,0,0,2,5
122,6,1,0,2,5
122,6,4,4,2,5
122,6,7,29,2,5
122,7,1,0,2,5
122,7,2,0,2,5
122,7,7,0,2,5
123,0,1,4,3,5
123,0,2,27,3,5
123,0,4,20,3,5
123,0,7,10,3,5
123,1,2,17,3,5
123,1,3,20,3,5
123,1,4,6,3,5
123,1,6,10,3,5
123,2,0,0,3,5
123,2,1,23,3,5
123,2,2,20,3,5
123,2,6,20,3,5
123,3,1,4,3,5
123,3,6,63,3,5
123,4,2,0,3,5
123,4,3,0,3,5
123,4,5,20,3,5
123,4,6,20,3,5
123,4,7,27,3,5
123,5,2,0,3,5
123,5,4,6,3,5
123,5,6,0,3,5
123,6,5,0,3,5
123,7,1,0,3,5
123,7,3,0,3,5
123,7,4,23,3,5
123,7,5,10,3,5
123,7,7,33,3,5
124,0,1,4,4,5
124,0,4,10,4,5
124,0,6,4,4,5
124,0,7,4,4,5
124,1,2,13,4,5
124,1,3,27,4,5
124,1,4,6,4,5
124,1,7,20,4,5
124,2,0,0,4,5
124,2,2,6,4,5
124,2,3,4,4,5
124,2,4,17,4,5
124,2,6,29,4,5
124,2,7,10,4,5
124,3,1,0,4,5
124,3,2,0,4,5
124,3,3,20,4,5
124,3,4,17,4,5
124,3,7,37,4,5
124,4,0,0,4,5
124,4,1,0,4,5
124,4,3,20,4,5
124,4,5,13,4,5
124,4,7,17,4,5
124,5,0,0,4,5
124,5,2,0,4,5
124,5,5,6,4,5
124,5,7,10,4,5
124,6,1,0,4,5
124,6,2,0,4,5
124,6,3,0,4,5
124,6,4,0,4,5
124,6,5,10,4,5
124,6,7,0,4,5
124,7,0,0,4,5
124,7,1,0,4,5
124,7,4,0,4,5
124,7,7,0,4,5
125,0,0,6,5,5
125,0,1,6,5,5
125,0,3,13,5,5
125,0,7,23,5,5
125,1,0,0,5,5
125,1,1,0,5,5
125,1,2,17,5,5
125,1,3,20,5,5
125,1,4,10,5,5
125,1,6,13,5,5
125,1,7,20,5,5
125,2,0,0,5,5
125,2,1,4,5,5
125,2,3,4,5,5
125,2,4,37,5,5
125,2,5,40,5,5
125,2,6,17,5,5
125,3,1,6,5,5
125,3,3,13,5,5
125,3,5,23,5,5
125,4,0,0,5,5
125,4,1,0,5,5
125,4,2,0,5,5
125,5,0,0,5,5
125,5,2,0,5,5
125,5,5,4,5,5
125,5,6,6,5,5
125,6,3,4,5,5
125,6,4,4,5,5
125,6,6,0,5,5
125,6,7,0,5,5
125,7,1,0,5,5
125,7,3,0,5,5
125,7,4,0,5,5
125,7,6,6,5,5
125,7,7,0,5,5
126,0,2,23,6,5
126,0,3,17,6,5
126,0,4,17,6,5
126,0,5,10,6,5
126,0,6,13,6,5
126,1,3,23,6,5
126,1,4,6,6,5
126,2,1,0,6,5
126,2,2,10,6,5
126,2,4,4,6,5
126,2,5,27,6,5
126,2,6,4,6,5
126,3,2,6,6,5
126,3,3,4,6,5
126,3,4,0,6,5
126,3,5,13,6,5
126,3,7,6,6,5
126,4,5,43,6,5
126,5,1,10,6,5
126,5,3,0,6,5
126,5,5,23,6,5
126,5,7,4,6,5
126,6,2,0,6,5
126,6,3,0,6,5
126,6,6,6,6,5
126,6,7,4,6,5
126,7,1,0,6,5
126,7,3,0,6,5
126,7,4,10,6,5
126,7,6,4,6,5
127,0,1,4,7,5
127,0,3,40,7,5
127,0,6,27,7,5
127,1,0,4,7,5
127,1,1,4,7,5
127,1,3,40,7,5
127,1,5,37,7,5
127,1,6,23,7,5
127,2,1,6,7,5
127,2,2,17,7,5
127,2,3,33,7,5
127,2,4,6,7,5
127,2,5,66,7,5
127,3,0,0,7,5
127,3,1,4,7,5
127,3,5,27,7,5
127,3,6,46,7,5
127,3,7,13,7,5
127,4,1,13,7,5
127,4,2,0,7,5
127,4,3,6,7,5
127,5,4,29,7,5
127,5,6,6,7,5
127,6,3,6,7,5
127,6,4,10,7,5
127,6,5,23,7,5
127,6,6,13,7,5
127,6,7,4,7,5
127,7,1,0,7,5
127,7,2,0,7,5
127,7,3,6,7,5
127,7,4,4,7,5
127,7,5,20,7,5
128,0,0,0,8,5
128,0,3,56,8,5
128,0,4,23,8,5
128,0,6,13,8,5
128,0,7,20,8,5
128,1,2,60,8,5
128,1,3,43,8,5
128,1,6,29,8,5
128,2,0,0,8,5
128,2,1,0,8,5
128,2,6,54,8,5
128,3,4,37,8,5
128,3,6,20,8,5
128,3,7,37,8,5
128,4,0,0,8,5
128,5,0,0,8,5
128,5,2,0,8,5
128,5,4,10,8,5
128,5,7,50,8,5
128,6,1,0,8,5
128,6,2,0,8,5
128,6,4,4,8,5
128,6,7,6,8,5
128,7,0,0,8,5
128,7,1,0,8,5
128,7,2,0,8,5
128,7,6,4,8,5
129,0,3,60,9,5
129,0,5,27,9,5
129,0,6,40,9,5
129,0,7,27,9,5
129,1,0,0,9,5
129,1,5,43,9,5
129,1,7,50,9,5
129,2,0,0,9,5
129,2,1,70,9,5
129,2,2,23,9,5
129,2,3,40,9,5
129,2,6,37,9,5
129,3,0,0,9,5
129,3,1,0,9,5
129,3,3,23,9,5
129,3,6,33,9,5
129,4,3,13,9,5
129,4,4,54,9,5
129,4,5,40,9,5
129,5,0,0,9,5
129,5,1,0,9,5
129,5,2,0,9,5
129,5,4,4,9,5
129,5,5,43,9,5
129,5,6,10,9,5
129,6,1,0,9,5
129,6,2,0,9,5
129,6,6,6,9,5
129,7,0,0,9,5
129,7,3,6,9,5
129,7,6,6,9,5
129,7,7,33,9,5
130,0,1,4,10,5
130,0,2,17,10,5
130,0,3,27,10,5
130,0,5,10,10,5
130,0,6,10,10,5
130,0,7,6,10,5
130,1,0,4,10,5
130,1,3,20,10,5
130,1,5,13,10,5
130,1,6,10,10,5
130,2,0,0,10,5
130,2,1,0,10,5
130,2,2,33,10,5
130,2,3,29,10,5
130,2,4,29,10,5
130,2,7,153,10,5
130,3,1,10,10,5
130,3,3,17,10,5
130,4,0,4,10,5
130,4,3,10,10,5
130,4,4,17,10,5
130,4,5,20,10,5
130,5,0,0,10,5
130,5,2,0,10,5
130,5,6,29,10,5
130,5,7,27,10,5
130,6,0,0,10,5
130,6,5,10,10,5
130,7,0,0,10,5
130,7,3,0,10,5
130,7,5,0,10,5
131,0,2,29,11,5
131,0,3,37,11,5
131,0,7,13,11,5
131,1,0,0,11,5
131,1,1,0,11,5
131,1,2,20,11,5
131,1,3,54,11,5
131,1,4,29,11,5
131,1,5,54,11,5
131,1,7,29,11,5
131,2,1,10,11,5
131,2,4,37,11,5
131,3,0,0,11,5
131,3,3,37,11,5
131,3,4,10,11,5
131,3,6,46,11,5
131,3,7,60,11,5
131,4,3,10,11,5
131,4,5,20,11,5
131,4,6,56,11,5
131,5,1,0,11,5
131,5,4,4,11,5
131,6,0,0,11,5
131,6,1,0,11,5
131,6,7,13,11,5
131,7,1,0,11,5
131,7,2,0,11,5
131,7,7,6,11,5
132,0,1,0,12,5
132,0,5,37,12,5
132,0,6,17,12,5
132,1,0,0,12,5
132,1,4,27,12,5
132,1,5,23,12,5
132,1,7,27,12,5
132,2,0,0,12,5
132,2,3,37,12,5
132,2,4,43,12,5
132,2,7,33,12,5
132,3,0,4,12,5
132,3,2,17,12,5
132,3,3,17,12,5
132,3,5,63,12,5
132,3,6,40,12,5
132,3,7,10,12,5
132,4,0,0,12,5
132,4,2,0,12,5
132,4,3,27,12,5
132,4,6,87,12,5
132,4,7,10,12,5
132,5,2,0,12,5
132,5,3,50,12,5
132,5,4,20,12,5
132,5,6,23,12,5
132,5,7,20,12,5
132,6,0,0,12,5
132,6,1,6,12,5
132,6,6,4,12,5
132,6,7,13,12,5
132,7,0,0,12,5
132,7,1,4,12,5
132,7,2,13,12,5
132,7,4,6,12,5
132,7,6,0,12,5
133,0,4,27,13,5
133,0,5,29,13,5
133,1,0,0,13,5
133,1,5,93,13,5
133,2,0,6,13,5
133,2,1,0,13,5
133,2,2,73,13,5
133,3,1,10,13,5
133,3,3,106,13,5
133,3,4,40,13,5
133,3,5,56,13,5
133,3,6,50,13,5
133,3,7,40,13,5
133,4,1,17,13,5
133,4,3,50,13,5
133,4,4,33,13,5
133,4,5,54,13,5
133,4,7,20,13,5
133,5,0,0,13,5
133,5,1,6,13,5
133,5,3,6,13,5
133,5,5,63,13,5
133,5,6,20,13,5
133,5,7,17,13,5
133,6,0,0,13,5
133,6,1,4,13,5
133,6,3,4,13,5
133,6,4,23,13,5
133,6,5,29,13,5
133,6,6,20,13,5
133,7,0,0,13,5
133,7,4,40,13,5
133,7,5,13,13,5
134,0,0,10,14,5
134,0,1,17,14,5
134,0,2,50,14,5
134,0,4,43,14,5
134,0,5,145,14,5
134,0,7,27,14,5
134,1,1,0,14,5
134,1,2,40,14,5
134,1,4,10,14,5
134,1,5,46,14,5
134,1,6,56,14,5
134,1,7,54,14,5
134,2,0,0,14,5
134,2,2,137,14,5
134,2,4,40,14,5
134,2,5,70,14,5
134,2,7,40,14,5
134,3,0,0,14,5
134,3,1,23,14,5
134,3,2,37,14,5
134,3,3,33,14,5
134,3,5,89,14,5
134,3,6,77,14,5
134,4,3,46,14,5
134,4,7,56,14,5
134,5,0,0,14,5
134,5,1,17,14,5
134,5,4,10,14,5
134,5,5,54,14,5
134,6,0,0,14,5
134,6,1,0,14,5
134,6,4,0,14,5
134,6,5,6,14,5
134,7,0,0,14,5
134,7,1,0,14,5
134,7,3,0,14,5
134,7,6,4,14,5
135,0,0,4,15,5
135,0,3,83,15,5
135,0,4,33,15,5
135,0,5,27,15,5
135,0,6,17,15,5
135,1,0,0,15,5
135,1,2,50,15,5
135,1,3,183,15,5
135,1,4,17,15,5
135,1,5,50,15,5
135,1,6,17,15,5
135,1,7,63,15,5
135,2,1,13,15,5
135,2,2,37,15,5
135,2,4,20,15,5
135,2,5,70,15,5
135,2,6,50,15,5
135,3,0,0,15,5
135,3,1,10,15,5
135,3,2,40,15,5
135,3,3,46,15,5
135,3,4,46,15,5
135,3,6,50,15,5
135,3,7,6,15,5
135,4,2,0,15,5
135,5,1,0,15,5
135,5,2,4,15,5
135,5,3,4,15,5
135,5,7,13,15,5
135,6,2,4,15,5
135,6,3,4,15,5
135,6,4,23,15,5
135,6,5,6,15,5
135,6,6,10,15,5
135,7,0,0,15,5
135,7,1,0,15,5
135,7,3,0,15,5
135,7,5,13,15,5
135,7,7,23,15,5
136,0,0,6,16,5
136,0,1,10,16,5
136,0,3,46,16,5
136,0,4,46,16,5
136,0,6,66,16,5
136,0,7,27,16,5
136,1,1,0,16,5
136,1,3,203,16,5
136,1,5,40,16,5
136,1,6,29,16,5
136,1,7,54,16,5
136,2,0,4,16,5
136,2,2,40,16,5
136,2,4,50,16,5
136,2,7,29,16,5
136,3,0,0,16,5
136,3,1,13,16,5
136,3,2,0,16,5
136,3,4,43,16,5
136,3,6,54,16,5
136,3,7,17,16,5
136,4,4,27,16,5
136,4,6,20,16,5
136,4,7,27,16,5
136,5,0,0,16,5
136,5,1,10,16,5
136,5,2,0,16,5
136,5,3,0,16,5
136,5,5,40,16,5
136,6,2,4,16,5
136,6,3,4,16,5
136,6,4,4,16,5
136,6,6,4,16,5
136,7,0,0,16,5
136,7,1,0,16,5
136,7,3,6,16,5
136,7,4,13,16,5
136,7,5,17,16,5
137,0,2,23,17,5
137,0,4,54,17,5
137,0,5,27,17,5
137,0,6,33,17,5
137,1,2,17,17,5
137,1,3,70,17,5
137,1,6,13,17,5
137,1,7,27,17,5
137,2,0,0,17,5
137,2,1,0,17,5
137,2,2,17,17,5
137,2,4,10,17,5
137,2,5,56,17,5
137,2,6,40,17,5
137,3,0,0,17,5
137,3,1,6,17,5
137,3,2,0,17,5
137,4,1,6,17,5
137,4,3,50,17,5
137,4,4,37,17,5
137,4,5,17,17,5
137,4,7,43,17,5
137,5,1,6,17,5
137,5,5,6,17,5
137,5,7,17,17,5
137,6,0,0,17,5
137,6,1,0,17,5
137,6,2,0,17,5
137,6,5,4,17,5
137,6,6,10,17,5
137,7,0,0,17,5
137,7,1,0,17,5
137,7,2,0,17,5
137,7,4,0,17,5
137,7,6,0,17,5
138,0,2,21,18,5
138,0,3,48,18,5
138,0,5,17,18,5
138,1,0,0,18,5
138,1,1,0,18,5
138,1,5,17,18,5
138,2,1,0,18,5
138,2,5,46,18,5
138,2,6,35,18,5
138,2,7,31,18,5
138,3,0,0,18,5
138,3,1,7,18,5
138,3,2,11,18,5
138,3,3,11,18,5
138,3,4,28,18,5
138,3,5,46,18,5
138,3,6,42,18,5
138,3,7,28,18,5
138,4,1,13,18,5
138,4,2,0,18,5
138,4,3,46,18,5
138,4,4,42,18,5
138,4,6,11,18,5
138,4,7,24,18,5
138,5,1,7,18,5
138,5,2,11,18,5
138,5,3,11,18,5
138,5,4,11,18,5
138,5,5,21,18,5
138,6,3,4,18,5
138,6,5,4,18,5
138,6,7,24,18,5
138,7,4,0,18,5
138,7,7,11,18,5
139,0,1,0,19,5
139,0,2,24,19,5
139,0,5,39,19,5
139,1,0,0,19,5
139,1,3,63,19,5
139,1,4,13,19,5
139,1,5,59,19,5
139,1,6,28,19,5
139,2,0,0,19,5
139,2,2,11,19,5
139,2,3,52,19,5
139,2,4,39,19,5
139,2,6,21,19,5
139,2,7,24,19,5
139,3,3,13,19,5
139,3,4,52,19,5
139,4,0,11,19,5
139,4,1,4,19,5
139,4,7,31,19,5
139,5,1,4,19,5
139,5,2,0,19,5
139,5,3,48,19,5
139,5,5,35,19,5
139,6,0,0,19,5
139,6,4,0,19,5
139,6,5,4,19,5
139,6,6,7,19,5
139,7,2,0,19,5
139,7,3,4,19,5
139,7,4,4,19,5
140,0,0,0,20,5
140,0,2,21,20,5
140,0,3,4,20,5
140,0,6,4,20,5
140,1,0,0,20,5
140,1,2,17,20,5
140,1,7,21,20,5
140,2,0,7,20,5
140,2,6,11,20,5
140,2,7,7,20,5
140,3,0,0,20,5
140,3,1,4,20,5
140,3,4,11,20,5
140,3,5,17,20,5
140,3,6,13,20,5
140,3,7,7,20,5
140,4,0,0,20,5
140,4,2,0,20,5
140,4,6,0,20,5
140,4,7,24,20,5
140,5,1,0,20,5
140,5,2,11,20,5
140,5,7,4,20,5
140,6,3,0,20,5
140,6,6,4,20,5
140,6,7,4,20,5
140,7,0,0,20,5
140,7,2,0,20,5
140,7,4,0,20,5
140,7,5,4,20,5
140,7,7,0,20,5
141,0,0,13,21,5
141,0,2,31,21,5
141,0,3,0,21,5
141,0,6,4,21,5
141,0,7,0,21,5
141,1,2,7,21,5
141,1,5,0,21,5
141,1,7,0,21,5
141,2,0,0,21,5
141,2,4,17,21,5
141,2,5,0,21,5
141,2,6,11,21,5
141,3,0,0,21,5
141,3,1,4,21,5
141,3,6,7,21,5
141,3,7,0,21,5
141,4,0,0,21,5
141,4,5,13,21,5
141,4,7,0,21,5
141,5,1,0,21,5
141,5,2,0,21,5
141,5,5,4,21,5
141,6,0,0,21,5
141,6,3,0,21,5
141,6,4,0,21,5
141,6,7,4,21,5
141,7,0,0,21,5
141,7,1,0,21,5
141,7,5,0,21,5
142,0,0,0,22,5
142,0,1,0,22,5
142,0,3,0,22,5
142,0,4,11,22,5
142,0,5,0,22,5
142,0,6,0,22,5
142,1,1,0,22,5
142,1,3,0,22,5
142,1,4,4,22,5
142,1,6,4,22,5
142,1,7,4,22,5
142,2,1,0,22,5
142,2,2,7,22,5
142,2,5,11,22,5
142,2,7,0,22,5
142,3,0,0,22,5
142,3,2,0,22,5
142,3,6,0,22,5
142,4,1,0,22,5
142,4,2,0,22,5
142,4,4,4,22,5
142,5,0,0,22,5
142,5,3,0,22,5
142,5,4,0,22,5
142,5,6,4,22,5
142,6,1,0,22,5
142,6,2,0,22,5
142,6,3,0,22,5
142,6,5,11,22,5
142,6,7,0,22,5
142,7,0,0,22,5
142,7,3,0,22,5
142,7,4,0,22,5
142,7,5,0,22,5
142,7,6,0,22,5
142,7,7,0,22,5
143,0,1,0,23,5
143,0,5,0,23,5
143,0,6,0,23,5
143,1,3,0,23,5
143,1,6,0,23,5
143,1,7,0,23,5
143,2,2,0,23,5
143,2,7,0,23,5
143,3,2,0,23,5
143,3,3,0,23,5
143,3,4,0,23,5
143,3,7,0,23,5
143,4,0,0,23,5
143,4,1,0,23,5
143,4,2,0,23,5
143,4,3,4,23,5
143,4,4,0,23,5
143,4,5,13,23,5
143,5,6,0,23,5
143,6,0,0,23,5
143,6,1,0,23,5
143,6,2,0,23,5
143,6,3,4,23,5
143,6,4,0,23,5
143,6,5,0,23,5
143,6,6,0,23,5
143,7,3,0,23,5
143,7,6,0,23,5
143,7,7,0,23,5
144,0,2,0,0,6
144,0,4,0,0,6
144,1,5,7,0,6
144,2,0,0,0,6
144,2,3,0,0,6
144,2,4,7,0,6
144,2,5,4,0,6
144,2,6,4,0,6
144,3,2,0,0,6
144,3,3,7,0,6
144,3,6,0,0,6
144,4,2,4,0,6
144,4,3,7,0,6
144,4,6,0,0,6
144,4,7,0,0,6
144,5,0,0,0,6
144,5,2,0,0,6
144,5,4,0,0,6
144,5,5,0,0,6
144,5,6,0,0,6
144,5,7,0,0,6
144,6,0,0,0,6
144,6,4,0,0,6
144,6,6,0,0,6
144,7,0,0,0,6
144,7,1,0,0,6
144,7,2,0,0,6
144,7,3,0,0,6
144,7,4,0,0,6
145,0,2,11,1,6
145,0,4,0,1,6
145,0,5,4,1,6
145,0,6,0,1,6
145,1,0,0,1,6
145,1,2,4,1,6
145,1,3,0,1,6
145,1,5,24,1,6
145,2,1,0,1,6
145,2,2,0,1,6
145,2,3,7,1,6
145,2,6,0,1,6
145,2,7,0,1,6
145,3,0,0,1,6
145,3,1,0,1,6
145,3,4,0,1,6
145,3,7,0,1,6
145,4,2,0,1,6
145,4,3,0,1,6
145,4,4,13,1,6
145,4,5,7,1,6
145,4,6,0,1,6
145,4,7,11,1,6
145,5,1,0,1,6
145,5,2,4,1,6
145,5,3,4,1,6
145,5,5,4,1,6
145,5,6,0,1,6
145,5,7,0,1,6
145,6,1,0,1,6
145,6,2,0,1,6
145,6,3,0,1,6
145,6,6,0,1,6
145,7,0,0,1,6
145,7,1,0,1,6
145,7,2,0,1,6
145,7,5,0,1,6
145,7,6,4,1,6
146,0,0,13,2,6
146,0,2,31,2,6
146,0,6,35,2,6
146,1,0,0,2,6
146,1,1,4,2,6
146,1,3,87,2,6
146,1,5,4,2,6
146,1,6,7,2,6
146,1,7,13,2,6
146,2,2,21,2,6
146,2,3,94,2,6
146,2,5,28,2,6
146,2,6,17,2,6
146,3,1,0,2,6
146,3,2,0,2,6
146,3,3,251,2,6
146,3,4,11,2,6
146,3,6,46,2,6
146,3,7,21,2,6
146,4,1,0,2,6
146,4,3,7,2,6
146,4,6,24,2,6
146,4,7,28,2,6
146,5,0,0,2,6
146,5,3,87,2,6
146,5,4,7,2,6
146,5,7,13,2,6
146,6,4,4,2,6
146,6,5,17,2,6
146,6,7,0,2,6
146,7,0,0,2,6
146,7,3,0,2,6
146,7,5,4,2,6
146,7,7,0,2,6
147,0,1,0,3,6
147,0,5,70,3,6
147,0,6,56,3,6
147,0,7,240,3,6
147,1,0,0,3,6
147,1,1,42,3,6
147,1,3,320,3,6
147,1,5,292,3,6
147,2,0,0,3,6
147,2,1,0,3,6
147,2,2,76,3,6
147,2,4,205,3,6
147,2,5,233,3,6
147,2,6,362,3,6
147,3,0,0,3,6
147,3,2,28,3,6
147,3,6,196,3,6
147,3,7,163,3,6
147,4,5,202,3,6
147,4,6,91,3,6
147,5,0,0,3,6
147,5,2,0,3,6
147,5,3,42,3,6
147,5,4,46,3,6
147,5,7,150,3,6
147,6,1,0,3,6
147,6,2,0,3,6
147,6,4,28,3,6
147,6,7,11,3,6
147,7,0,0,3,6
147,7,3,0,3,6
148,0,5,70,4,6
148,0,6,59,4,6
148,1,2,74,4,6
148,1,4,80,4,6
148,1,6,35,4,6
148,1,7,188,4,6
148,2,0,4,4,6
148,2,2,17,4,6
148,2,3,59,4,6
148,2,6,168,4,6
148,2,7,122,4,6
148,3,3,118,4,6
148,3,4,80,4,6
148,3,5,139,4,6
148,3,7,48,4,6
148,4,2,0,4,6
148,4,6,11,4,6
148,4,7,122,4,6
148,5,1,0,4,6
148,5,2,0,4,6
148,5,3,4,4,6
148,5,4,35,4,6
148,6,1,0,4,6
148,6,2,0,4,6
148,6,4,7,4,6
148,7,1,0,4,6
148,7,2,0,4,6
148,7,3,0,4,6
148,7,5,4,4,6
149,0,2,52,5,6
149,0,4,76,5,6
149,0,6,80,5,6
149,0,7,87,5,6
149,1,1,17,5,6
149,1,2,153,5,6
149,1,5,289,5,6
149,1,7,111,5,6
149,2,0,7,5,6
149,2,2,66,5,6
149,2,4,318,5,6
149,2,6,285,5,6
149,2,7,105,5,6
149,3,4,63,5,6
149,3,5,39,5,6
149,3,7,74,5,6
149,4,3,17,5,6
149,5,2,0,5,6
149,5,3,24,5,6
149,5,5,59,5,6
149,5,7,74,5,6
149,6,2,0,5,6
149,6,3,0,5,6
149,6,5,28,5,6
149,6,6,0,5,6
149,6,7,11,5,6
149,7,0,0,5,6
149,7,1,0,5,6
149,7,3,7,5,6
149,7,4,0,5,6
149,7,5,0,5,6
149,7,6,11,5,6
149,7,7,4,5,6
150,0,0,13,6,6
150,0,1,4,6,6
150,0,4,63,6,6
150,1,3,94,6,6
150,1,4,126,6,6
150,1,5,178,6,6
150,2,2,35,6,6
150,2,4,83,6,6
150,2,6,163,6,6
150,3,1,0,6,6
150,3,2,4,6,6
150,3,6,133,6,6
150,4,1,4,6,6
150,4,2,0,6,6
150,4,6,87,6,6
150,4,7,146,6,6
150,5,0,0,6,6
150,5,1,0,6,6
150,5,4,13,6,6
150,5,5,42,6,6
150,6,0,0,6,6
150,6,1,4,6,6
150,6,3,0,6,6
150,6,5,4,6,6
150,7,1,0,6,6
150,7,4,0,6,6
150,7,7,4,6,6
151,0,2,28,7,6
151,0,4,109,7,6
151,0,5,163,7,6
151,0,7,94,7,6
151,1,0,0,7,6
151,1,1,4,7,6
151,1,3,331,7,6
151,1,4,39,7,6
151,1,5,74,7,6
151,1,7,115,7,6
151,2,0,0,7,6
151,2,2,28,7,6
151,2,4,118,7,6
151,2,5,115,7,6
151,2,7,74,7,6
151,3,0,39,7,6
151,3,7,39,7,6
151,4,4,17,7,6
151,4,5,163,7,6
151,4,6,98,7,6
151,4,7,170,7,6
151,5,0,0,7,6
151,5,1,0,7,6
151,5,3,7,7,6
151,5,7,46,7,6
151,6,1,0,7,6
151,6,2,0,7,6
151,7,3,0,7,6
151,7,6,0,7,6
152,0,0,21,8,6
152,0,2,143,8,6
152,0,3,35,8,6
152,0,4,52,8,6
152,0,5,83,8,6
152,1,0,0,8,6
152,1,1,4,8,6
152,1,2,28,8,6
152,1,3,185,8,6
152,1,4,21,8,6
152,1,6,122,8,6
152,2,1,0,8,6
152,2,3,91,8,6
152,2,4,170,8,6
152,2,5,111,8,6
152,2,6,181,8,6
152,3,2,11,8,6
152,3,4,129,8,6
152,3,5,122,8,6
152,3,6,196,8,6
152,4,0,0,8,6
152,4,2,0,8,6
152,4,3,11,8,6
152,4,4,56,8,6
152,4,5,226,8,6
152,4,6,213,8,6
152,5,1,0,8,6
152,5,5,76,8,6
152,6,2,0,8,6
152,6,7,17,8,6
152,7,1,0,8,6
152,7,2,0,8,6
152,7,5,17,8,6
153,0,0,7,9,6
153,0,3,109,9,6
153,0,5,109,9,6
153,0,6,168,9,6
153,0,7,146,9,6
