time,row,column,value
197,5,5,8
200,4,2,0
463,6,0,0
182,6,3,4
387,3,4,18
239,1,2,50
155,6,3,7
357,4,5,129
322,3,7,6
728,6,7,449
152,3,6,128
340,0,0,6
139,4,3,91
436,3,1,0
550,7,6,0
35,3,5,158
66,7,4,45
205,3,5,20
375,2,1,7
562,6,1,26
354,4,4,37
559,7,1,0
97,3,6,33
92,7,2,0
660,1,3,71
726,5,5,849
403,3,6,215
257,3,3,161
3,7,4,0
40,4,6,86
692,2,0,0
322,4,4,6
304,6,1,0
694,3,1,12
436,1,6,40
273,7,6,0
94,3,2,10
624,2,1,0
166,6,1,0
325,2,6,103
198,7,2,0
581,5,3,10
415,7,5,0
164,7,2,0
614,0,7,11
21,4,2,5
131,2,4,318
299,2,0,0
599,2,6,318
670,1,6,510
629,7,0,0
520,7,5,9
101,3,3,4
729,7,6,0
461,5,0,0
593,5,5,159
364,6,3,0
417,5,5,0
492,3,2,8
572,2,7,177
539,3,3,0
88,4,7,300
270,1,1,0
239,1,1,5
713,0,6,0
351,4,6,48
408,0,6,1239
104,1,1,0
217,1,5,47
272,3,2,23
201,0,0,0
11,3,5,164
150,7,4,14
259,5,2,0
48,5,3,6
354,1,0,0
701,6,6,134
610,6,6,0
71,7,7,0
488,1,1,0
431,3,0,24
449,2,6,78
693,6,3,0
24,7,6,3
327,5,3,20
464,1,4,0
528,7,3,0
580,1,0,10
704,5,0,0
245,7,6,0
382,3,2,28
485,4,0,0
375,6,2,7
231,7,5,0
263,4,1,5
74,4,2,28
678,6,0,21
688,4,7,86
446,3,4,25
169,7,2,19
306,7,3,0
240,5,5,44
492,2,0,0
163,4,5,307
726,0,7,2137
701,5,0,0
154,0,0,4
433,3,2,33
59,4,6,21
432,5,0,0
311,0,0,6
352,5,3,10
24,2,6,34
224,1,2,5
460,2,4,56
12,5,7,65
414,4,7,24
200,0,3,0
711,4,3,0
164,3,3,146
57,1,1,530
364,1,6,74
92,5,2,6
115,3,3,106
359,6,0,0
626,1,6,60
497,7,5,14
183,5,2,7
39,7,2,0
380,1,5,159
434,6,5,66
725,0,6,3031
454,2,0,20
83,6,2,4
560,4,3,42
35,0,4,181
116,6,4,0
720,1,3,200
606,2,1,0
514,4,7,9
29,6,1,0
713,0,3,13
491,0,3,14
721,0,4,118
102,7,1,0
47,2,3,23
423,4,4,31
453,2,5,91
147,3,1,0
414,0,0,7
714,4,6,69
23,4,6,36
513,1,0,0
231,6,2,5
419,4,4,0
409,2,5,532
409,5,7,51
673,6,6,12
699,5,7,35
605,6,4,11
312,0,6,505
80,1,2,16
606,7,0,0
142,7,3,0
110,7,6,4
473,6,0,0
469,5,6,21
65,4,7,205
422,3,5,75
534,6,6,0
254,0,3,39
160,1,6,432
179,3,7,0
671,5,4,82
579,0,1,10
317,2,3,20
3,2,0,0
568,2,4,142
226,3,6,5
431,3,5,219
386,6,5,18
33,6,6,0
186,3,6,27
9,4,5,202
680,5,0,0
524,7,3,9
554,0,5,177
588,0,6,17
92,6,1,0
265,3,3,23
350,2,3,91
635,5,7,0
672,3,5,683
206,0,4,68
333,1,1,6
682,0,2,0
718,0,2,69
293,3,4,58
269,2,7,14
268,7,7,0
525,7,4,0
546,0,3,175
318,5,7,26
503,4,6,588
697,1,0,0
714,1,3,0
184,0,5,24
92,0,3,75
458,1,4,21
241,7,5,31
349,3,6,37
488,3,3,0
711,2,7,13
453,2,2,13
156,4,2,0
539,1,0,0
678,4,2,21
373,7,4,0
356,4,3,60
145,4,6,23
129,2,5,233
272,2,2,5
242,3,6,27
341,1,2,10
230,0,3,37
298,0,0,0
74,5,4,4
194,4,5,25
73,7,5,4
385,3,4,83
236,7,0,0
73,3,5,73
339,5,6,10
147,1,1,0
130,1,2,74
634,2,6,0
141,1,6,777
264,4,6,56
176,3,6,19
660,6,4,31
520,6,3,15
70,0,6,666
428,5,0,0
3,0,4,0
20,4,6,579
566,5,6,52
452,5,7,20
208,2,7,56
408,7,3,7
28,7,7,0
93,6,0,0
433,1,7,157
63,1,5,286
400,2,1,0
309,7,5,6
623,0,2,46
411,4,4,39
182,7,3,7
60,0,6,162
107,7,7,0
494,3,3,159
579,1,6,54
13,3,2,11
551,7,6,9
612,1,5,18
657,4,0,0
691,4,7,0
467,7,6,0
394,6,6,0
98,3,0,0
426,5,1,7
484,6,6,0
207,7,2,0
272,5,3,0
655,0,0,0
267,2,2,23
663,4,7,204
680,1,2,12
428,2,2,55
730,6,5,14
173,1,1,4
22,1,6,131
539,2,2,0
440,4,4,13
430,0,0,12
432,0,4,111
251,5,2,0
183,4,1,7
332,3,7,6
346,5,4,0
319,3,1,0
114,2,4,43
333,7,2,0
155,4,5,59
185,6,3,0
263,1,3,116
145,0,5,37
643,2,5,67
726,0,1,59
55,0,5,6
377,0,3,92
609,4,5,0
666,6,6,12
163,1,3,73
12,5,0,0
327,3,7,145
586,7,1,0
381,2,3,50
593,5,2,0
447,5,1,0
516,5,1,0
298,2,7,6
146,2,4,4
244,0,4,0
374,7,6,22
107,7,6,6
391,2,5,11
601,5,1,0
43,6,0,0
536,2,3,0
73,7,6,10
651,6,6,12
149,4,2,0
375,3,7,96
618,3,5,128
566,2,4,116
596,7,1,0
597,1,5,166
93,6,5,26
24,3,0,0
221,3,5,8
9,7,1,0
473,3,0,0
405,4,5,142
640,3,2,0
89,7,5,22
421,1,0,0
369,0,0,0
656,0,6,0
677,6,0,0
201,2,2,8
192,5,6,36
24,1,1,3
619,2,2,28
332,2,7,109
584,3,6,17
2,1,3,3
400,7,3,0
461,1,7,96
114,1,4,27
223,3,2,0
52,3,6,6
681,5,7,0
510,6,2,0
267,7,6,9
39,4,4,49
415,2,7,19
29,7,1,0
67,4,6,849
221,6,0,0
55,1,4,3
158,0,6,304
461,4,7,21
387,0,7,53
312,1,0,0
617,0,1,11
568,0,5,142
229,1,6,5
202,2,4,12
40,2,7,201
601,7,3,0
474,0,3,90
439,7,3,13
403,6,1,0
153,0,7,169
532,5,3,9
114,3,2,17
680,5,1,0
548,7,0,0
583,4,7,27
243,3,1,5
45,1,7,66
532,4,2,0
696,2,3,182
8,5,2,0
95,4,7,63
17,0,6,273
92,2,6,227
524,3,6,228
119,2,2,17
208,6,7,8
429,2,3,94
46,4,7,14
574,2,4,303
185,0,4,19
159,3,5,567
146,4,0,0
417,7,2,0
545,4,3,15
353,4,0,6
441,0,2,0
8,5,7,11
381,4,7,107
219,4,6,29
215,6,3,5
719,3,6,268
408,6,0,0
151,4,7,4
345,0,2,6
26,6,4,0
678,7,4,0
570,0,6,219
309,6,0,0
18,3,4,77
592,4,6,88
604,2,7,128
609,3,5,0
470,7,1,0
57,0,0,3
87,5,7,12
106,6,1,0
574,4,4,68
329,7,1,0
717,4,6,99
85,7,6,4
183,2,3,15
310,4,3,98
317,0,4,10
650,1,2,165
403,1,6,190
707,7,4,13
130,1,7,188
47,2,6,86
79,5,7,0
627,4,2,0
445,5,6,13
598,3,6,247
526,6,1,0
177,7,1,0
311,3,4,92
615,5,4,11
15,5,7,5
243,4,1,14
63,1,4,54
186,4,5,15
422,1,2,70
727,0,4,635
433,3,6,296
190,1,5,81
656,0,4,0
474,4,3,27
566,0,7,126
382,2,4,148
616,3,5,167
441,7,6,0
423,5,5,70
452,1,4,53
481,0,2,36
662,3,2,20
500,1,3,100
389,2,7,37
500,5,4,45
107,0,7,23
723,0,2,132
345,7,7,0
58,7,6,3
681,7,5,0
679,6,5,0
416,4,1,0
403,1,0,18
156,0,7,114
615,5,1,0
545,2,3,111
122,5,2,11
391,0,5,0
583,3,1,0
678,3,6,148
144,4,0,0
473,2,3,125
562,3,4,0
89,5,5,73
556,2,6,142
469,7,4,21
67,5,1,0
599,4,6,210
12,1,1,0
558,2,7,58
496,6,0,0
651,6,5,82
389,0,5,30
263,1,7,36
359,7,6,6
555,5,3,0
641,0,5,37
552,7,1,0
465,3,3,13
491,6,6,0
532,0,4,31
302,3,7,55
216,1,1,5
417,5,1,0
684,0,7,66
464,7,3,0
147,2,3,11
315,3,4,61
723,0,6,1688
530,2,6,350
169,5,2,0
446,0,1,13
91,6,3,16
643,5,6,86
441,6,3,0
72,0,0,0
488,2,6,0
426,5,0,0
49,0,3,9
605,5,0,0
522,6,1,0
135,0,0,7
299,3,7,0
409,0,3,51
693,2,3,375
68,0,2,69
276,3,4,5
13,1,1,5
458,7,6,0
400,1,0,0
21,3,6,265
681,7,4,0
610,5,6,0
154,3,5,238
278,3,0,0
363,5,7,0
334,0,2,42
445,0,6,8
516,7,0,0
375,2,0,0
643,0,2,11
100,4,7,6
643,5,2,108
433,5,4,66
697,3,2,35
262,0,2,22
350,2,1,0
547,7,4,0
633,1,2,11
249,2,6,0
441,5,7,0
543,2,4,255
217,6,4,0
483,0,5,59
534,3,0,0
444,0,6,13
431,3,7,43
627,1,5,86
250,7,1,0
419,4,1,0
349,4,7,125
322,4,1,0
425,1,6,87
647,3,5,157
523,7,1,0
97,1,7,43
469,2,6,82
710,4,5,0
282,2,0,0
169,2,2,15
45,3,0,0
511,5,3,0
281,0,1,14
93,5,0,32
428,5,3,24
669,6,6,114
479,4,4,103
221,0,4,8
710,6,6,0
232,3,3,21
159,4,0,0
352,4,7,44
251,4,4,22
649,1,6,63
608,4,1,0
428,4,1,7
247,2,3,5
193,7,5,8
387,5,2,23
123,1,5,0
426,6,3,0
669,3,7,63
402,6,2,0
252,6,7,17
345,1,1,0
368,4,4,0
52,4,4,3
599,0,1,0
319,5,6,0
514,2,6,0
190,2,5,62
721,2,4,259
616,6,5,11
421,0,6,51
139,7,6,7
495,3,7,64
537,0,2,0
340,0,5,48
262,2,3,53
114,7,4,6
283,1,0,0
290,6,6,0
65,4,4,75
129,3,7,163
60,0,4,135
682,4,0,0
255,0,4,14
353,3,5,156
470,1,7,151
267,0,6,18
616,2,7,121
249,2,3,5
296,3,0,0
596,1,5,132
636,2,4,0
289,0,6,25
115,7,0,0
380,5,3,22
402,3,7,30
179,5,7,15
529,2,5,135
228,0,7,8
477,7,6,0
167,4,5,190
145,2,3,14
552,2,6,964
270,2,6,5
622,0,0,0
446,0,5,13
717,7,5,13
192,7,4,20
191,4,2,0
660,4,7,39
699,2,6,687
688,1,1,0
403,5,0,0
288,4,1,6
154,1,3,114
454,5,2,0
440,6,2,0
407,6,7,18
671,4,5,274
627,1,2,97
479,1,4,77
239,5,2,0
505,3,6,190
430,5,7,82
233,2,0,0
197,2,0,0
715,5,0,0
670,6,1,0
696,6,3,0
100,7,0,0
344,7,7,0
125,4,5,13
687,6,6,0
261,5,3,9
603,5,0,11
240,3,2,9
464,2,4,0
672,4,3,416
268,6,2,0
702,1,2,259
156,4,5,96
162,6,6,4
303,1,3,104
487,0,6,8
476,2,7,77
41,7,3,0
302,7,6,147
510,7,6,0
724,4,2,0
463,3,2,8
144,5,7,11
501,5,1,8
183,6,7,4
220,2,4,5
520,6,5,23
587,4,1,34
687,2,0,0
374,5,2,0
391,3,2,0
548,0,5,160
502,1,6,443
71,2,6,169
135,5,2,13
89,1,7,60
393,1,6,7
723,6,0,0
230,1,0,0
404,0,0,11
514,4,2,0
222,3,7,5
95,5,7,26
250,3,5,9
576,2,2,44
538,1,7,9
314,2,5,129
54,1,7,0
10,3,0,3
666,4,3,184
299,3,3,83
292,7,4,0
260,1,4,50
348,0,3,10
218,4,0,0
707,7,6,13
229,6,2,0
699,3,0,0
650,5,5,51
84,5,4,47
626,0,4,49
320,7,5,0
661,3,2,20
412,6,1,0
126,2,5,4
61,1,5,132
463,7,1,0
142,2,5,91
579,1,2,44
561,5,1,0
173,1,3,4
52,1,6,3
450,4,6,45
168,7,4,12
192,6,4,5
64,7,6,19
535,4,3,40
491,2,1,0
473,5,1,103
706,4,5,91
285,5,3,5
548,3,3,89
659,2,6,0
43,2,2,61
693,1,7,342
258,6,4,9
43,3,5,1089
604,7,3,0
695,0,3,202
484,3,1,0
66,1,2,90
284,0,2,32
12,3,1,19
567,6,4,10
354,0,3,129
722,3,4,200
657,3,2,0
515,2,3,15
112,5,7,27
616,3,4,18
254,3,2,9
526,1,5,290
140,5,7,21
702,5,7,22
522,6,7,29
414,4,1,12
402,6,5,11
389,3,2,18
147,4,1,0
351,3,4,108
56,0,1,12
670,5,7,376
260,5,3,14
219,1,3,21
421,7,2,0
406,6,1,0
482,6,7,8
391,4,6,0
17,3,2,11
453,3,0,0
471,2,2,111
358,2,2,48
325,3,0,0
489,5,2,0
153,2,6,297
506,0,7,205
553,3,2,32
288,7,1,0
727,2,6,3540
239,7,7,0
403,5,5,41
117,7,3,0
662,5,1,82
293,0,6,15
179,3,5,7
85,5,4,73
450,3,2,8
18,1,0,5
152,5,4,4
141,7,7,13
711,2,2,0
628,6,1,0
289,0,1,6
90,2,1,6
337,6,7,21
329,1,0,6
141,4,6,261
92,4,2,0
539,6,0,0
715,2,5,156
180,6,0,0
346,6,6,0
5,1,2,0
581,2,5,115
487,6,7,28
643,1,6,67
139,4,7,70
124,6,1,0
520,7,6,9
107,1,7,20
179,2,1,4
156,6,7,23
594,1,6,186
610,1,2,0
459,0,3,111
674,3,6,247
620,2,1,18
455,2,2,25
401,1,5,66
16,2,6,200
411,4,1,0
252,3,6,27
414,6,1,0
65,3,0,0
456,4,7,233
305,2,1,6
562,7,1,0
612,0,5,11
557,3,1,0
531,7,5,15
335,3,2,16
313,0,3,71
426,7,5,19
507,7,4,9
261,7,7,9
359,2,6,1476
276,5,2,0
526,2,2,23
441,2,3,0
684,2,3,33
277,4,5,9
245,4,6,0
455,4,2,0
717,1,3,212
431,3,4,118
281,4,6,23
692,0,4,0
559,5,4,32
617,6,6,0
259,7,0,0
655,3,1,0
564,4,0,0
183,5,4,15
374,2,6,46
577,2,5,450
417,7,7,0
625,4,4,213
467,7,1,0
393,5,5,0
490,6,2,0
19,6,5,17
432,6,4,33
124,5,6,4
586,7,0,0
364,3,1,0
676,0,0,0
36,5,7,49
623,1,5,167
230,4,5,55
546,2,5,160
157,2,1,4
201,5,3,0
506,7,0,0
653,6,1,0
288,1,6,19
390,2,1,0
709,5,0,0
688,6,2,0
661,3,5,192
328,1,2,51
686,3,3,0
201,4,0,0
93,7,7,6
118,1,5,40
114,6,1,6
666,2,7,192
57,7,5,0
273,7,0,0
531,0,2,40
311,3,3,64
304,0,3,157
257,7,1,0
318,3,1,6
696,7,2,0
473,0,4,77
239,2,3,29
724,4,1,95
200,6,7,0
241,2,7,58
618,3,1,28
26,7,4,0
294,5,6,6
563,0,0,10
9,0,0,5
215,2,3,68
551,4,6,375
292,6,7,0
485,1,5,59
107,3,5,23
547,7,2,0
253,6,1,0
576,3,1,44
86,0,6,1179
141,6,0,0
196,6,4,0
223,5,6,0
590,5,3,0
75,2,1,0
515,3,7,0
673,3,4,86
333,0,4,200
372,0,0,7
394,1,5,0
622,3,6,110
303,5,2,6
564,4,1,26
39,0,4,72
232,0,5,8
650,6,6,0
679,7,2,0
343,7,0,0
564,4,7,16
438,7,5,0
2,3,4,0
376,6,4,7
570,7,6,10
265,6,6,9
468,6,0,0
207,6,4,20
426,4,7,125
155,5,1,0
503,3,7,36
30,3,4,3
394,1,4,18
301,7,1,0
561,6,7,0
189,5,0,0
9,4,4,71
362,1,1,7
245,5,5,0
599,7,0,0
392,7,5,0
86,1,2,190
62,4,1,169
726,3,4,399
278,4,5,32
685,7,3,0
365,7,5,7
230,4,1,29
413,1,6,31
437,2,4,78
406,4,7,30
25,1,4,3
146,5,2,4
378,2,6,199
280,2,6,14
430,1,0,0
410,7,4,12
325,4,0,0
647,2,6,213
185,6,2,0
127,0,5,4
211,3,7,504
363,0,3,39
447,4,2,0
540,0,7,25
336,2,3,125
307,3,4,64
75,0,3,10
481,3,5,281
675,6,7,41
208,5,4,12
645,7,4,0
447,4,4,58
82,3,0,4
55,6,1,0
179,6,7,0
95,1,0,10
677,0,4,33
456,1,4,56
411,3,5,274
505,5,4,29
559,2,0,0
172,2,2,7
241,5,5,27
696,4,0,0
189,1,4,15
157,6,7,18
189,2,4,77
624,2,5,146
691,4,0,0
516,3,0,0
417,1,3,0
706,0,5,99
433,2,0,0
268,2,2,0
122,0,6,4
424,6,4,7
666,5,7,63
514,6,1,0
283,2,7,18
506,4,4,85
551,1,1,0
235,0,6,26
722,0,2,118
568,0,7,84
50,6,1,0
41,6,2,3
437,4,3,78
369,2,4,0
255,5,4,14
626,6,4,49
588,2,4,17
606,3,6,139
710,2,3,13
310,1,0,6
461,2,5,34
336,3,3,125
274,2,0,0
427,7,0,0
469,2,7,103
656,3,3,12
236,6,2,0
209,6,7,16
320,7,6,6
291,6,3,0
364,5,6,0
402,4,2,0
328,0,2,36
574,7,6,0
405,3,1,11
694,4,5,95
467,2,4,8
545,3,3,135
120,3,7,28
26,1,0,0
87,0,4,83
587,5,3,0
223,1,0,0
145,4,7,41
456,6,2,0
723,4,5,1076
47,6,1,0
217,0,0,8
2,0,3,3
228,5,3,0
146,0,3,18
225,2,0,0
50,6,7,0
247,6,0,0
305,7,5,0
659,5,6,0
533,5,7,31
555,4,1,16
372,4,4,46
131,1,2,153
269,3,1,0
327,7,4,0
490,6,4,0
568,0,2,110
72,3,1,0
664,5,4,51
525,6,2,0
420,6,2,0
300,2,5,9
272,6,6,18
534,2,1,0
206,3,2,20
646,2,7,116
268,4,7,18
246,4,1,0
655,1,6,31
719,1,3,212
428,4,2,144
236,6,0,0
84,0,7,284
716,2,4,406
612,5,4,0
8,2,1,0
647,4,6,213
127,1,2,4
655,2,0,0
657,0,0,0
53,1,1,0
234,5,2,0
612,4,2,0
419,6,7,0
297,0,1,0
323,6,7,16
237,6,3,13
569,7,3,0
57,0,6,175
643,0,5,37
406,0,1,7
178,4,5,0
692,3,1,0
525,5,6,357
623,7,5,0
565,5,0,0
153,4,3,37
245,0,1,0
372,7,3,0
452,0,6,33
169,3,6,62
592,4,7,78
16,6,0,0
286,7,0,0
182,1,0,0
572,4,0,0
513,7,1,0
591,4,5,88
295,5,0,6
257,7,4,5
443,0,3,13
263,6,7,14
440,6,7,20
696,3,4,350
151,6,4,0
3,5,7,0
497,0,7,159
214,4,7,16
337,2,3,75
5,5,6,0
294,7,1,0
372,6,4,0
629,6,0,0
390,3,5,23
357,0,0,6
296,7,7,0
7,4,6,0
342,1,5,27
143,5,1,0
534,7,0,0
490,3,6,14
234,6,6,0
384,5,3,48
441,4,1,0
339,3,1,6
370,0,5,0
515,1,2,9
246,1,0,0
38,2,2,149
341,7,4,0
380,6,5,11
680,7,5,0
310,4,4,74
381,3,5,358
128,7,7,0
469,0,5,27
627,0,1,11
26,5,4,0
546,0,6,160
500,0,1,0
591,1,4,88
315,5,4,10
645,7,6,30
249,5,2,0
678,2,5,12
102,0,3,4
415,1,0,7
712,6,2,0
69,1,7,259
0,7,4,0
319,1,2,0
529,4,4,89
167,6,2,0
104,6,1,0
282,2,3,41
680,2,1,0
4,2,4,3
322,2,5,6
220,1,7,5
614,7,5,18
454,5,3,25
129,0,7,240
724,4,4,213
235,7,3,0
291,0,5,0
420,0,5,75
122,6,7,4
649,7,3,12
451,0,6,53
60,1,4,100
448,5,2,0
595,7,1,0
273,3,6,14
590,6,0,0
326,3,6,71
451,4,7,45
618,5,5,46
670,3,5,1376
32,2,2,49
17,0,2,14
77,3,5,0
305,4,2,0
561,4,3,0
724,1,5,1017
150,3,1,0
674,1,6,214
59,2,1,0
446,4,1,0
329,2,2,16
174,0,4,7
724,3,5,2773
208,7,0,0
505,2,1,0
520,4,4,76
688,5,3,0
499,4,2,0
677,6,2,0
285,2,0,18
354,0,6,141
387,7,6,7
697,1,1,13
69,6,6,94
281,7,7,14
399,5,2,0
26,1,4,3
166,2,6,1376
169,7,1,0
563,6,2,0
294,1,1,0
185,7,1,0
416,6,6,0
371,6,7,0
84,3,6,344
57,2,0,0
259,4,0,0
69,1,6,1180
553,4,7,84
350,1,5,179
513,2,3,9
418,7,5,0
134,4,5,226
198,7,0,0
359,3,0,10
78,2,3,4
399,7,7,37
393,0,1,0
650,6,7,31
223,0,0,0
360,1,6,1153
248,1,6,0
643,5,4,37
9,7,0,0
245,2,3,14
85,1,5,294
87,5,6,211
445,3,4,58
51,7,1,0
518,2,5,167
219,1,0,0
62,0,6,186
178,0,4,0
450,1,1,13
154,6,1,0
285,1,3,65
322,4,3,6
396,3,5,23
167,5,6,98
35,5,5,195
253,4,5,31
27,7,4,0
550,3,2,15
613,1,0,0
599,5,4,44
142,3,2,7
167,4,6,307
596,6,4,27
376,1,3,358
453,4,6,66
339,6,7,10
470,3,3,27
653,1,1,20
51,0,7,6
301,6,7,0
495,1,0,0
302,5,3,15
230,2,1,5
188,2,7,27
606,3,1,18
46,6,5,14
320,7,7,0
559,7,4,0
681,6,3,33
729,6,1,14
730,3,1,45
228,6,5,8
181,5,3,0
94,1,7,53
61,2,1,3
440,0,2,0
648,0,3,153
532,4,7,95
480,3,7,72
597,7,6,17
71,5,1,0
649,7,6,39
217,6,1,0
206,0,5,96
274,2,4,5
439,6,7,0
513,0,4,9
562,0,2,0
93,1,5,170
145,3,3,18
264,2,7,14
111,3,6,33
269,1,7,0
173,6,5,0
546,1,6,135
322,6,1,0
191,3,6,24
125,7,7,0
578,1,1,17
400,1,1,7
696,6,4,69
245,1,0,0
99,4,5,4
619,4,4,82
467,0,4,21
72,7,2,16
511,1,3,15
654,7,2,0
141,2,2,76
302,0,5,40
103,0,1,0
262,2,0,0
365,6,5,39
178,5,3,7
599,4,5,203
366,7,2,0
253,3,7,72
683,6,7,0
243,7,2,5
30,1,6,3
122,3,7,7
121,7,4,4
597,3,7,149
450,0,5,45
362,5,1,0
238,6,1,0
345,4,7,0
433,7,0,0
131,7,4,0
148,6,0,0
542,0,1,0
523,2,1,0
368,3,4,0
536,2,6,49
550,6,3,9
154,4,2,0
186,3,0,0
267,1,3,38
590,4,3,34
219,4,2,0
568,1,5,184
682,7,1,0
124,6,3,0
572,1,0,0
377,2,4,120
31,5,3,0
137,1,7,163
595,1,6,230
309,4,5,98
253,7,4,5
8,7,3,0
478,2,5,284
458,1,3,69
480,0,3,159
395,5,0,0
44,5,5,387
318,1,6,6
377,0,6,220
606,0,7,46
634,5,4,0
193,3,5,56
13,3,1,5
340,0,7,48
703,1,3,112
340,3,2,21
361,3,6,135
624,4,3,78
509,1,4,15
322,5,5,6
117,3,0,0
700,4,6,899
410,5,7,0
719,4,5,225
126,4,7,0
704,4,6,225
316,2,0,0
549,5,5,209
569,3,6,158
57,6,7,27
89,0,4,73
112,7,5,0
102,6,5,13
654,3,5,31
247,3,0,0
86,4,3,12
219,6,2,0
34,0,7,444
623,5,5,249
41,7,6,0
627,2,2,67
359,7,0,0
445,7,6,0
191,6,6,31
193,7,6,12
406,5,2,30
595,2,5,210
543,5,5,89
231,7,2,0
15,0,4,104
163,5,6,402
417,3,4,0
317,4,4,42
612,4,1,0
626,4,1,11
711,4,7,0
374,3,5,103
88,2,5,148
424,4,1,19
157,3,2,7
233,4,1,0
559,6,4,0
530,5,6,65
574,7,7,10
626,6,0,0
85,2,4,114
193,1,2,20
301,0,4,34
612,5,0,0
467,6,0,0
457,0,0,21
116,0,7,27
128,4,3,7
412,0,6,63
327,2,3,109
724,7,0,0
356,6,2,0
649,4,3,153
150,1,3,4
9,6,4,77
372,0,1,0
169,0,0,0
381,2,2,35
690,0,4,0
547,5,2,9
212,6,1,0
247,0,2,0
380,5,1,7
584,4,6,17
21,1,4,65
718,3,1,22
508,0,4,76
624,0,7,116
267,5,6,65
290,5,6,0
483,6,1,0
176,7,3,0
466,4,2,0
672,2,5,630
180,0,6,7
498,4,1,14
125,4,2,0
450,5,5,8
274,4,6,5
583,4,2,0
242,5,3,17
417,6,0,0
554,3,6,335
631,1,3,60
637,0,1,0
551,6,7,15
290,7,7,0
21,2,6,454
594,7,7,0
239,1,0,0
21,4,1,8
373,7,1,0
161,1,4,44
178,2,3,4
339,2,2,64
178,1,6,15
652,4,3,133
272,2,6,5
264,7,2,0
95,0,7,47
399,4,4,78
80,4,5,4
34,4,3,46
621,6,4,18
259,1,6,31
277,0,2,0
700,6,2,0
139,6,5,31
63,7,1,0
159,4,1,197
192,0,2,28
194,4,1,8
41,1,4,109
537,0,6,9
320,1,4,6
269,3,6,18
567,2,0,0
420,5,4,19
570,2,6,177
77,2,5,0
174,4,1,0
329,5,5,67
321,6,2,0
707,4,2,13
690,7,5,0
621,1,4,75
24,6,0,0
237,4,2,0
231,5,0,5
10,1,2,352
630,6,0,0
662,7,4,0
415,6,0,0
1,4,6,0
147,4,7,7
428,7,2,19
175,3,0,0
185,5,0,0
593,5,3,17
43,4,7,347
413,5,3,0
301,1,6,107
619,7,5,0
7,7,2,0
297,0,6,0
248,6,1,0
42,6,5,18
143,2,0,0
595,2,7,105
258,1,1,14
503,3,3,95
336,3,7,44
203,1,6,45
147,6,2,0
707,0,7,125
242,2,3,58
198,0,5,8
344,0,4,0
47,7,6,3
89,4,3,16
274,4,7,0
82,3,5,142
553,1,3,100
488,4,2,36
171,3,3,0
427,4,4,82
241,5,4,27
136,6,4,17
24,0,7,43
380,4,2,7
546,6,5,40
11,5,0,0
724,5,3,45
712,2,4,0
672,2,4,86
250,3,3,9
706,1,7,156
305,5,5,34
676,7,7,0
330,3,4,87
354,1,2,27
553,6,1,0
473,0,2,27
172,6,3,15
410,6,4,24
545,5,0,0
443,4,6,0
196,6,1,0
355,5,1,6
606,6,7,0
191,1,5,31
674,1,0,0
231,3,7,21
362,2,2,57
473,7,1,0
648,5,3,31
620,0,6,64
302,5,4,9
689,4,2,0
697,5,7,99
636,6,5,37
674,4,2,0
406,7,5,7
646,1,3,194
106,2,0,0
171,2,5,0
440,1,4,0
722,1,2,309
181,0,1,0
117,1,0,0
552,4,3,200
32,7,0,0
582,3,4,34
117,3,6,50
120,1,1,0
424,0,7,75
71,2,4,57
131,3,4,63
572,1,7,345
536,0,0,0
632,5,7,0
275,2,2,9
300,2,3,15
197,5,4,8
504,7,0,0
219,2,2,13
86,4,4,28
115,1,5,93
721,7,2,0
445,7,4,0
521,0,1,9
652,5,0,0
357,6,6,81
345,5,1,0
602,4,1,18
9,4,3,44
491,7,2,0
724,3,4,368
191,7,3,4
541,0,1,25
373,0,6,28
525,6,7,91
119,1,3,70
221,2,7,8
17,3,7,63
532,6,7,25
545,7,2,0
369,7,3,0
245,4,3,14
521,4,4,47
392,4,1,0
676,5,2,0
508,2,5,91
172,1,6,12
464,1,5,8
547,4,7,129
657,4,6,0
547,0,7,151
591,4,6,115
291,0,3,0
233,0,6,34
296,7,6,0
71,3,4,12
129,2,1,0
163,3,6,2170
10,4,5,174
343,2,7,6
404,5,3,71
550,0,0,0
669,1,6,286
466,0,6,0
347,1,5,0
566,4,5,100
65,1,3,192
318,1,7,20
593,7,5,17
323,4,3,0
299,3,1,0
425,2,3,55
379,4,3,39
498,4,0,22
659,2,2,0
71,4,2,0
569,2,5,100
209,3,5,222
658,7,5,0
407,7,0,0
330,1,4,10
265,3,4,29
487,4,2,0
66,1,1,3
225,6,6,0
670,6,7,51
704,3,3,22
544,5,7,120
425,5,4,31
84,5,6,60
9,5,3,33
67,2,0,9
259,3,0,0
417,2,6,0
271,2,0,0
640,5,5,19
74,1,7,22
491,6,2,0
622,1,1,0
558,6,2,0
125,0,6,0
200,3,5,0
410,2,4,55
581,6,0,0
506,4,2,0
184,7,4,7
582,1,0,0
361,4,3,74
58,0,4,301
227,7,1,0
137,5,0,0
316,7,3,0
399,4,0,0
484,5,2,14
655,3,7,0
130,7,1,0
361,7,3,0
630,0,3,19
380,0,2,57
293,4,7,25
184,5,2,0
154,0,3,44
305,7,7,9
625,6,5,97
407,4,0,0
348,0,4,6
538,0,4,9
388,2,1,0
679,1,5,21
169,2,0,0
254,0,2,142
73,5,6,4
